cmt,correct,name,vận chuyển,giá,đóng gói,dịch vụ,mùi hương,kết cấu,độ bền,Màu sắc,,,,,,,,,,,,,,,
Kem dùng thik nè. Dưỡng ẩm tốt. Hàng Rhoto nên yên tâm mỗi tội dọn dẹp bị đổ hết. Chak lại fai mua hũ khác. Huhu,Kem dùng thik nè. Dưỡng ẩm tốt. Hàng Rhoto nên yên tâm mỗi tội dọn dẹp bị đổ hết. Chak lại fai mua hũ khác. Huhu,Kem dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Cream (50g),0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
Cá nhân mình dùng thấy rất hợp với da. Dùng xong thấy da bớt đổ dầu hơn. Các mụn đỏ sưng cũng giảm sưng và dịu hơn. Tất nhiên còn kết hợp đắp mặt nạ với các bước skin care khác để đạt đc hiệu quả tốt nhất.,Cá nhân mình dùng thấy rất hợp với da. Dùng xong thấy da bớt đổ dầu hơn. Các mụn đỏ sưng cũng giảm sưng và dịu hơn. Tất nhiên còn kết hợp đắp mặt nạ với các bước skin care khác để đạt đc hiệu quả tốt nhất.,Hộp 8 Miếng Mặt Nạ Kiểm Soát Dầu Và Mụn Naruko Tràm Trà (Bản Đài) - Tea Tree Shine Control And Blemish Clear Mask,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Kem chống nắng thấm nhanh k bết, rít. Quà tặng kèm là chai dưỡng ẩm mùi thơm nhẹ, mát. Khen.","Kem chống nắng thấm nhanh k bết, rít. Quà tặng kèm là chai dưỡng ẩm mùi thơm nhẹ, mát. Khen.",Gel chống nắng dưỡng da trắng mịn Sunplay Skin Aqua Silky White Gel Limited Edition SPF 50+ PA++++ (30g),0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,
Làm sạch sâu. Sữa rửa mặt mềm mịn cực lỳ thích. Ko bị khô da sau khi rửa. Sẽ mua tiếp lần sau.,Làm sạch sâu. Sữa rửa mặt mềm mịn cực lỳ thích. Ko bị khô da sau khi rửa. Sẽ mua tiếp lần sau.,Sữa rửa mặt se khít lỗ chân lông innisfree Volcanic Pore BHA Cleansing Foam 150g,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,
"Sản phẩm thẩm thấu nhanh, không có hiện tượng dị ứng, nhưng dưỡng ẩm bình thường, và mình sử dụng cả năm cũng ko thấy tí cải thiện gì cho lô chân lông","Sản phẩm thẩm thấu nhanh, không có hiện tượng dị ứng, nhưng dưỡng ẩm bình thường, và mình sử dụng cả năm cũng ko thấy tí cải thiện gì cho lô chân lông",Gel dưỡng ẩm ban đêm cho da mềm mịn Paula’s Choice Skin Balancing Invisible Finish Moisture Gel 60ml,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,
"Đây là tuýp thứ 4 mình sử dụng rồi nhưng đến giờ mới cập nhật tình trạng khi sử dụng tuýp đầu nè :vv. Sau 3-5 tháng thì mụn viêm đã hết sạch, chỉ còn lại vấn đề về lỗ chân lông thôi. 
Đến giờ thì mình dùng như lớp kem dưỡng da hàng ngày, sản phẩm giúp dưỡng ẩm tốt, ngừa mụn viêm hiệu quả.","Đây là tuýp thứ 4 mình sử dụng rồi nhưng đến giờ mới cập nhật tình trạng khi sử dụng tuýp đầu nè :vv. Sau 3-5 tháng thì mụn viêm đã hết sạch, chỉ còn lại vấn đề về lỗ chân lông thôi.
Đến giờ thì mình dùng như lớp kem dưỡng da hàng ngày, sản phẩm giúp dưỡng ẩm tốt, ngừa mụn viêm hiệu quả.","Kem Dưỡng Giảm Mụn, Ngừa Thâm, Thông Thoáng Lỗ Chân Lông La Roche-Posay Effaclar Duo+ 40ml",0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Mình dùng được hơn nửa hộp rồi ổn lắm nhen, kem chống nắng dưỡng ẩm dịu nhẹ phù hợp với da hỗn hợp thiên khô, nhưng mình thích chống nắng riêng biệt hơn là có cả dưỡng ẩm. Tinh chất kem trong suốt nên không bật tông nhé mọi người!","Mình dùng được hơn nửa hộp rồi ổn lắm nhen, kem chống nắng dưỡng ẩm dịu nhẹ phù hợp với da hỗn hợp thiên khô, nhưng mình thích chống nắng riêng biệt hơn là có cả dưỡng ẩm. Tinh chất kem trong suốt nên không bật tông nhé mọi người!",BIORE ESSENCE CHỐNG NẮNG MÀNG NƯỚC DƯỠNG ẨM,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,
Mình dùng cả bộ thấy rất ổn nha mọi người. Dưỡng ẩm. Dưỡng trắng đều ok. Mọi người chăm dùng mỗi ngày sẽ thấy tác dụng sau 2 tuần (cũng tùy theo cơ địa nữa nha). Nói chung mình dùng thấy ok.,Mình dùng cả bộ thấy rất ổn nha mọi người. Dưỡng ẩm. Dưỡng trắng đều ok. Mọi người chăm dùng mỗi ngày sẽ thấy tác dụng sau 2 tuần (cũng tùy theo cơ địa nữa nha). Nói chung mình dùng thấy ok.,Dung Dịch Dưỡng Trắng Da Chống Thâm Nám Melano CC Whitening Lotion (170ml),0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
Sản phẩm dưỡng ẩm tốt!,Sản phẩm dưỡng ẩm tốt!,Kem dưỡng cấp ẩm Neutrogena Hydro Boost Hyaluronic Acid Water Gel 50G,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Dùng gần nữa chai mới đánh giá vì muốn cảm nhận sản phẩm rõ hơn, và cái kết là bị ghiền, mùi thơm mát nhẹ,dưỡng ẩm rất tốt, cảm nhận là kìm dầu hiệu quả. Được tặng hộp bông tẩy trang.","Dùng gần nữa chai mới đánh giá vì muốn cảm nhận sản phẩm rõ hơn, và cái kết là bị ghiền, mùi thơm mát nhẹ,dưỡng ẩm rất tốt, cảm nhận là kiềm dầu hiệu quả. Được tặng hộp bông tẩy trang.",Nước Tẩy Trang Làm Sạch Sâu & Kiểm Soát Bã Nhờn Cho Da Dầu Nhạy Cảm La Roche-Posay Micellar Water Ultra Oily Skin 400ml,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,
"2 ngày đầu mình dùng bị rát da lắm, sau thì đỡ. Sợ chứa cồn, hương liệu (tuy nhiên thấy bảo lành tính) nên thấy mát mát mặt. Dùng hơi khô da, phải tích cực dưỡng ẩm. Mình dùng sản phẩm của nhà Paula thấy dịu và bóng da hơn. Có lẽ do đã mình là da thường. Các sản phẩm phù hợp tùy làn da","2 ngày đầu mình dùng bị rát da lắm, sau thì đỡ. Sợ chứa cồn, hương liệu (tuy nhiên thấy bảo lành tính) nên thấy mát mát mặt. Dùng hơi khô da, phải tích cực dưỡng ẩm. Mình dùng sản phẩm của nhà Paula thấy dịu và bóng da hơn. Có lẽ do đã mình là da thường. Các sản phẩm phù hợp tùy làn da",Obagi Clenziderm Pore 2% BHA 148ml,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Shiseido thì khỏi bàn rồi. Kem mịn, dưỡng ẩm tốt, không nhờn rít. Mình mua ngay đợt km được quá trời quà tặng còn được giảm giá. Sẽ tiếp tục ủng hộ shop","Shiseido thì khỏi bàn rồi. Kem mịn, dưỡng ẩm tốt, không nhờn rít. Mình mua ngay đợt km được quá trời quà tặng còn được giảm giá. Sẽ tiếp tục ủng hộ shop",Kem dưỡng da chống lão hóa Shiseido Benefiance Wrinkle Smoothing Cream 50ml,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,
"Loại mặt nạ ngủ này ban đầu khi thoa lên thì thấy nhờn, chất kem đặc nhưng không gây bí da, sáng ngủ dậy thì thấm hết vào da nên không thấy nhờn nữa mà cảm thấy da ẩm mịn hơn. Thích lắm! Da mình đổ dầu vùng chữ T, 2 bên má thì khô xài loại này ẩm nhiều nên vùng chữ T ít đổ dầu hơn, 2 bên má cũng ẩm mịn hơn. Nói chung tốt sẽ mua lại.","Loại mặt nạ ngủ này ban đầu khi thoa lên thì thấy nhờn, chất kem đặc nhưng không gây bí da, sáng ngủ dậy thì thấm hết vào da nên không thấy nhờn nữa mà cảm thấy da ẩm mịn hơn. Thích lắm! Da mình đổ dầu vùng chữ T, 2 bên má thì khô xài loại này ẩm nhiều nên vùng chữ T ít đổ dầu hơn, 2 bên má cũng ẩm mịn hơn. Nói chung tốt sẽ mua lại.",Mặt Nạ Ngủ Dưỡng Ẩm Giúp Phục Hồi Và Nuôi Dưỡng Da Phiên Bản Cải Tiến LANEIGE Cica Sleeping Mask EX,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,
"Xét về ngoại hình thì vỏ hộp khác chắc chắn. Còn tinh chất bên trong hơi lạ, nó đặc gần ngang cái hũ kem cùng dòng là sao ta?
Dưỡng ẩm ổn, nhưng ko biết có ai giống mình ko, khi thoa kem xong, khi kem khô lại, ở bất kì thời điểm nào sờ lên mặt, kì rất nhẹ thôi là ra cái kem đó như có ghèn trên mặt vậy, cảm giác như có bã kem hay gì đó, ko thấm hết vào da. Điều này làm mình bôi kem chống nắng bị bột, vón, ko ăn vào da. 
Mình mong tiki giải đáp ạ","Xét về ngoại hình thì vỏ hộp khác chắc chắn. Còn tinh chất bên trong hơi lạ, nó đặc gần ngang cái hũ kem cùng dòng là sao ta?
Dưỡng ẩm ổn, nhưng ko biết có ai giống mình ko, khi thoa kem xong, khi kem khô lại, ở bất kì thời điểm nào sờ lên mặt, kì rất nhẹ thôi là ra cái kem đó như có ghèn trên mặt vậy, cảm giác như có bã kem hay gì đó, ko thấm hết vào da. Điều này làm mình bôi kem chống nắng bị bột, vón, ko ăn vào da.
Mình mong tiki giải đáp ạ",Tinh chất dưỡng chuyên biệt chống lão hóa Hada Labo Pro Anti Aging α Lifting Essence (30g),0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,
"Uy tín, chất lượng, đáng tin cậy
Sảng phẩm có kết cấu dạng lỏng, mùi thơm nhẹ kiểu mùi cánh hoa hồng, dùng để cấp ẩm, làm dịu da nhanh trước các bước dưỡng ẩm ok","Uy tín, chất lượng, đáng tin cậy
Sản phẩm có kết cấu dạng lỏng, mùi thơm nhẹ kiểu mùi cánh hoa hồng, dùng để cấp ẩm, làm dịu da nhanh trước các bước dưỡng ẩm ok",Nước hoa hồng Simple Toner làm dịu và cân bằng độ ẩm cho da - lành tính không chứa cồn 200ml [Chính hãng độc quyền],1,0,0,0,1,1,1,0,,,,,,,,,,,,,,,
"Rất hài lòng. Ngoài chống nắng mình còn thấy da có độ ẩm hơn và có nâng chút tone sáng. 
Chỉ duy nhất một điểm mình ko ưng lắm đó là khi bôi lên da mặt xoa xoa thì lớp sữa bị tạo 1 lớp bã trắng như kiểu tẩy da chết vật lý ấy, lại phải thêm một thao tác lấy sạch bã trắng bám trên da đó đi. Nhìn chung là hợp với da nhạy cảm thiên khô như mình. sẽ mua lại Với size to hơn dùng tiếp","Rất hài lòng. Ngoài chống nắng mình còn thấy da có độ ẩm hơn và có nâng chút tone sáng.
Chỉ duy nhất một điểm mình ko ưng lắm đó là khi bôi lên da mặt xoa xoa thì lớp sữa bị tạo 1 lớp bã trắng như kiểu tẩy da chết vật lý ấy, lại phải thêm một thao tác lấy sạch bã trắng bám trên da đó đi. Nhìn chung là hợp với da nhạy cảm thiên khô như mình. sẽ mua lại Với size to hơn dùng tiếp",Kem chống nắng dạng sữa dưỡng da kiềm dầu bảo vệ hoàn hảo Anessa Perfect UV Sunscreen Skincare Milk SPF 50+ PA++++ 20ml,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
"đã dùng 6 tháng kết hợp cả 2 loại xanh dương va xanh lá. duf là da hỗn hợp thiên dầu nhưng vô cùng thích loại xanh lá. da căng mướt ẩm mượt, sáng ngủ dậy k bị đổ dầu, dùng mùa đông bao phê, hè dùng vẫn ổn. dùng được 2 tháng thấy sạch luôn mụn ẩn, da sạch mụn viêm. xanh dương độ dưỡng kém hơn, vẫn mịn da, khô ráo, dùng hè ok","đã dùng 6 tháng kết hợp cả 2 loại xanh dương và xanh lá. duf là da hỗn hợp thiên dầu nhưng vô cùng thích loại xanh lá. da căng mướt ẩm mượt, sáng ngủ dậy k bị đổ dầu, dùng mùa đông bao phê, hè dùng vẫn ổn. dùng được 2 tháng thấy sạch luôn mụn ẩn, da sạch mụn viêm. xanh dương độ dưỡng kém hơn, vẫn mịn da, khô ráo, dùng hè ok",Mặt Nạ Ngủ Dưỡng Ẩm Và Tăng Khả Năng Tự Vệ Của Da Phiên Bản Cải Tiến LANEIGE Water Sleeping Mask EX,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,
"Larocheposay thì chắc khỏi bàn về chất lượng rồi. Do là dược mỹ phẩm nên giá cũng cao hơn so với các dòng chăm sóc da bth nhưng khi đã dùng rồi thì sẽ ko hối hận. 
Săn được deal tốt nên rất là ưng cái bụng :))))
Dùng kem này buổi tối là sáng hôm sau thấy da ổn hơn rõ rệt: da mềm hơn, nếu da đang kích ứng sẽ thấy dịu đi hẳn, ko đổ dầu ( dùng kèm xịt khoáng)
KL: 5* nha !!!","Larocheposay thì chắc khỏi bàn về chất lượng rồi. Do là dược mỹ phẩm nên giá cũng cao hơn so với các dòng chăm sóc da bth nhưng khi đã dùng rồi thì sẽ ko hối hận.
Săn được deal tốt nên rất là ưng cái bụng :))))
Dùng kem này buổi tối là sáng hôm sau thấy da ổn hơn rõ rệt: da mềm hơn, nếu da đang kích ứng sẽ thấy dịu đi hẳn, ko đổ dầu ( dùng kèm xịt khoáng)
KL: 5* nha !!!",Kem Dưỡng Làm Dịu Kích Ứng Và Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml),0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Mình sử dụng em này tầm gần 1 tháng, thấy em này cấp ẩm khá tốt, thấm nhanh, làm da đỡ rát nhanh hơn khi mình có nặn mụn, và da có khoẻ hơn. Sau khi bôi em này thì bôi dưỡng ẩm cũng thấm rất nhanh. Để Nên mua nhé. Điểm: 9/10","Mình sử dụng em này tầm gần 1 tháng, thấy em này cấp ẩm khá tốt, thấm nhanh, làm da đỡ rát nhanh hơn khi mình có nặn mụn, và da có khoẻ hơn. Sau khi bôi em này thì bôi dưỡng ẩm cũng thấm rất nhanh. Để Nên mua nhé. Điểm: 9/10",Tinh chất dưỡng the Ordinary Hyaluronic Acid 2 % + B5,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,
"Sản phẩm mới còn nguyên seal, lotion mùi nhẹ, mát, dưỡng ẩm rất tốt, đúng là ""cứu tinh"" của da khô. Giao hàng cực nhanh, dự mai mới đến nhưng hai tiếng sau đã giao rồi. Shipper còn dễ thương lịch sự nữa chứ!","Sản phẩm mới còn nguyên seal, lotion mùi nhẹ, mát, dưỡng ẩm rất tốt, đúng là ""cứu tinh"" của da khô. Giao hàng cực nhanh, dự mai mới đến nhưng hai tiếng sau đã giao rồi. Shipper còn dễ thương lịch sự nữa chứ!",Dung dịch dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Lotion Dùng Cho Da Thường Và Da Khô (100ml),1,0,0,1,1,0,1,0,,,,,,,,,,,,,,,
"Sản phẩm dùng thấm nhanh nhưng khả năng dưỡng ẩm nhẹ nhàng, thích hợp dùng buổi sáng hơn. Còn được tặng quà túi đựng đồ trang điểm nữa. Sẽ mua lại lần sau.","Sản phẩm dùng thấm nhanh nhưng khả năng dưỡng ẩm nhẹ nhàng, thích hợp dùng buổi sáng hơn. Còn được tặng quà túi đựng đồ trang điểm nữa. Sẽ mua lại lần sau.",Dung dịch dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Lotion Dùng Cho Da Thường Và Da Khô (100ml),0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,
"dòng này giá cả bình dân, dưỡng ẩm cũng ok, hợp túi tiền với những người là sinh viên như mình, dạng lỏng như nước, thấm nhanh, da khô như mình ngày phải bôi mấy lần mới thấy ok","dòng này giá cả bình dân, dưỡng ẩm cũng ok, hợp túi tiền với những người là sinh viên như mình, dạng lỏng như nước, thấm nhanh, da khô như mình ngày phải bôi mấy lần mới thấy ok",Dung dịch dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Lotion Dùng Cho Da Thường Và Da Khô (100ml),0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,
"Sau khi dùng thử 3 tuần rồi mình mới review cho chuẩn.
Phải nói cuối cùng mình đã tìm được kem dưỡng ẩm chân ái là kem này rồi. Da của mình là da hỗn hợp thiên khô và cực kỳ cực kỳ nhạy cảm. Mình đã dùng qua hầu hết các sản phẩm dành cho da nhạy cảm rồi nhưng đều ko ổn, ngay cả như B5 nổi tiếng của LRP lên da mình cũng vẫn mẩn đỏ ngứa ngáy.
Sản phẩm này chất kem siêu mượt, mướt, apply lên da rất nhẹ nhàng, thoáng, cung cấp đủ ẩm cho gần như cả ngày và đặc biệt giải quyết hết các vấn đề về ngứa ngáy Mẩn đỏ. Tuýp kem cũng rất xinh, nắp và đầu ống kem lấy ra rất vệ sinh. Thực sự hài lòng vô cùng. Chắc giờ mình chỉ dùng loại này thôi. Bạn nào da cực kỳ nhạy cảm thì rất nên thử nhé.","Sau khi dùng thử 3 tuần rồi mình mới review cho chuẩn.
Phải nói cuối cùng mình đã tìm được kem dưỡng ẩm chân ái là kem này rồi. Da của mình là da hỗn hợp thiên khô và cực kỳ cực kỳ nhạy cảm. Mình đã dùng qua hầu hết các sản phẩm dành cho da nhạy cảm rồi nhưng đều ko ổn, ngay cả như B5 nổi tiếng của LRP lên da mình cũng vẫn mẩn đỏ ngứa ngáy.
Sản phẩm này chất kem siêu mượt, mướt, apply lên da rất nhẹ nhàng, thoáng, cung cấp đủ ẩm cho gần như cả ngày và đặc biệt giải quyết hết các vấn đề về ngứa ngáy Mẩn đỏ. Tuýp kem cũng rất xinh, nắp và đầu ống kem lấy ra rất vệ sinh. Thực sự hài lòng vô cùng. Chắc giờ mình chỉ dùng loại này thôi. Bạn nào da cực kỳ nhạy cảm thì rất nên thử nhé.",Kem Dưỡng Phục Hồi Da Tổn Thương Bioderma Cicabio Crème - 40ml,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,
"Mới dùng một tuần chưa biết hiệu quả sao nhưngThẩm thấu nhanh không bị bết dính, dưỡng ẩm tốt.  Bôi lên vài phút sờ lên thấy như ko vậy. Cực dễ chịu và hài lòng.  Về điểm này cho 5 sao.  M đã dùng nhiều thương hiệu khác đều bị bết dính khó chịu, ngủ dậy thấy da nhờn. Hơi nóng cái là da dính dính. Nhưng sp này tuyệt đối ok luôn.","Mới dùng một tuần chưa biết hiệu quả sau nhưng Thẩm thấu nhanh không bị bết dính, dưỡng ẩm tốt. Bôi lên vài phút sờ lên thấy như ko vậy. Cực dễ chịu và hài lòng. Về điểm này cho 5 sao. M đã dùng nhiều thương hiệu khác đều bị bết dính khó chịu, ngủ dậy thấy da nhờn. Hơi nóng cái là da dính dính. Nhưng sp này tuyệt đối ok luôn.",Dung dịch dưỡng chuyên biệt chống lão hóa Hada Labo Pro Anti Aging α Lifting Lotion (100ml),0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,
"Mình mua cho em trai, dùng có cảm giác sạch bong, hơi căng 1 xíu, phải dùng thêm kem dưỡng ẩm để giảm cảm giác căng da. Tác dụng giảm ngừa mụn thì chưa thấy rõ ràng lắm","Mình mua cho em trai, dùng có cảm giác sạch bong, hơi căng 1 xíu, phải dùng thêm kem dưỡng ẩm để giảm cảm giác căng da. Tác dụng giảm ngừa mụn thì chưa thấy rõ ràng lắm",Sữa Rửa Mặt Nam Ngăn Ngừa Mụn Sạch Nhờn Trắng Da Hàn Quốc Cao Cấp Dabo Black Force (120ml) – Hàng Chính Hãng,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Dưỡng ẩm rất tốt, hết mua dùng tiếp","Dưỡng ẩm rất tốt, hết mua dùng tiếp",Xịt khoáng dưỡng ẩm và làm sáng da Hatomugi   Reihaku Hatomugi Mist Lotion 250ml,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Dưỡng ẩm tốt, mùi dễ chịu, shipper vui vẻ dễ thương lịch sự 🥰","Dưỡng ẩm tốt, mùi dễ chịu, shipper vui vẻ dễ thương lịch sự 🥰",Xịt khoáng dưỡng ẩm và làm sáng da Hatomugi   Reihaku Hatomugi Mist Lotion 250ml,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,,
"mình cho 3 sao vì giao hàng không đúng loại mình đặt. Mình đặt water gel lại giao aqua gel. mình đã xài Water gel và sp rất hợp da mình giúp mình cấp ẩm từ đó da ít đổ dầu, mình da hỗn hợp dầu. Giao hàng đúng ngày dự kiến.","mình cho 3 sao vì giao hàng không đúng loại mình đặt. Mình đặt water gel lại giao aqua gel. mình đã xài Water gel và sp rất hợp da mình giúp mình cấp ẩm từ đó da ít đổ dầu, mình da hỗn hợp dầu. Giao hàng đúng ngày dự kiến.",(Package mới) Dưỡng ẩm da dầu Neutrogena Hydro Boost Water Gel - 50ml,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,,
"Sản phẩm với mùi hương dễ chịu, dạng gel thấm nhanh.Khả năng dưỡng ẩm và duy trì độ ẩm tốt
Shop đóng gói kỹ, giao hàng nhanh","Sản phẩm với mùi hương dễ chịu, dạng gel thấm nhanh.Khả năng dưỡng ẩm và duy trì độ ẩm tốt
Shop đóng gói kỹ, giao hàng nhanh",(Package mới) Dưỡng ẩm da dầu Neutrogena Hydro Boost Water Gel - 50ml,1,0,1,0,1,1,1,0,,,,,,,,,,,,,,,
"Mình thấy sản phẩm này giá mềm, phù hợp với nhiều đối tượng, đặc biệt được hỗ trợ giao 2H của tiki trong mùa dịch nên mình rất hài lòng, về bao bì thì mình thấy sản phẩm in ấn sắc nét không lem, và đọc review dưới bài nhiều nên khá tin tưởng sản phẩm này, dùng xong có cảm giác da mặt căng hơn, có điều sẽ có một lớp dính nhẹ trên da","Mình thấy sản phẩm này giá mềm, phù hợp với nhiều đối tượng, đặc biệt được hỗ trợ giao 2H của tiki trong mùa dịch nên mình rất hài lòng, về bao bì thì mình thấy sản phẩm in ấn sắc nét không lem, và đọc review dưới bài nhiều nên khá tin tưởng sản phẩm này, dùng xong có cảm giác da mặt căng hơn, có điều sẽ có một lớp dính nhẹ trên da",Nước hoa hồng không chứa cồn Neutrogena Alcohol Free Toner 150ml,1,1,1,0,0,1,1,0,,,,,,,,,,,,,,,
"giao hàng hơi lâu, chưa sd nên chưa biết thế nào. n dưỡng ẩm thì đỉnh quá mình xài lọ lớn mê mệt luôn","giao hàng hơi lâu, chưa sd nên chưa biết thế nào. n dưỡng ẩm thì đỉnh quá mình xài lọ lớn mê mệt luôn",Nước hoa hồng không chứa cồn Neutrogena Alcohol Free Toner 150ml,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,
"Đã dùng hũ ban ngày gần hết rồi. Nay mua thêm loại bên đêm dùng thử. Mình ko thấy sự cải thiện rõ rệt, chắc do ngày nào cũng ngắm bản thân. Tuy nhiên có 1 số ưu điểm mà mình rất thích ở kem mày. Đầu tiên là kem thấm nhanh, ko hề bị bết rít hay bóng nhờn. Thứ 2 thiết kế của hũ rất tiện lợi, có thể lấy 1 lượng kem vừa đủ mà ko ảnh hưởng đến chất kem bên trong. Thứ 3 là chất kem hợp với da mình, ko thấy bị lên mụn. Kem đêm mình mới dùng đc 1 ngày thôi nhưng sáng ra thấy mặt láng mượt ko bị đổ dầu nhe. Rc mn sài kem này nha","Đã dùng hũ ban ngày gần hết rồi. Nay mua thêm loại bên đêm dùng thử. Mình ko thấy sự cải thiện rõ rệt, chắc do ngày nào cũng ngắm bản thân. Tuy nhiên có 1 số ưu điểm mà mình rất thích ở kem mày. Đầu tiên là kem thấm nhanh, ko hề bị bết rít hay bóng nhờn. Thứ 2 thiết kế của hũ rất tiện lợi, có thể lấy 1 lượng kem vừa đủ mà ko ảnh hưởng đến chất kem bên trong. Thứ 3 là chất kem hợp với da mình, ko thấy bị lên mụn. Kem đêm mình mới dùng đc 1 ngày thôi nhưng sáng ra thấy mặt láng mượt ko bị đổ dầu nhe. Rc mn sài kem này nha",Kem Dưỡng Trắng Da Mặt Oribe Dưỡng Ẩm Làm Mờ Thâm Nám Làm Mờ Tàn Nhang 30g,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,
"Sản phẩm dùng tốt; làm sạch, se khít lỗ chân, lại còn dưỡng ẩm cho da nữa. Mùa thu và đông ở miền Bắc khá hanh, da dễ bị khô, nứt nẻ; nhưng dùng nước ý dĩ này sau khi tắm hay rửa mặt thì da mình không còn bị nữa.
P/S: Chai trên hình là chai thứ 2 mình mua đấy. Dự là sẽ dùng loại này dài dài :))","Sản phẩm dùng tốt; làm sạch, se khít lỗ chân, lại còn dưỡng ẩm cho da nữa. Mùa thu và đông ở miền Bắc khá hanh, da dễ bị khô, nứt nẻ; nhưng dùng nước ý dĩ này sau khi tắm hay rửa mặt thì da mình không còn bị nữa.
P/S: Chai trên hình là chai thứ 2 mình mua đấy. Dự là sẽ dùng loại này dài dài :))","Nước Hoa Hồng Naturie Hatomugi 500ml chiết xuất từ ý dĩ cho da gặp vấn đề lỗ chân lông, mụn",0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
dùng thấy cũng bình thường k phải xuất sắc. da mình dùng nivea thì cả ngày k đổ dầu. dùng loại này đổ dầu nhiều hơn. nói chung là cũng tạm. đc cái rẻ dung tích lớn,dùng thấy cũng bình thường k phải xuất sắc. da mình dùng nivea thì cả ngày k đổ dầu. dùng loại này đổ dầu nhiều hơn. nói chung là cũng tạm. đc cái rẻ dung tích lớn,"Nước Hoa Hồng Naturie Hatomugi 500ml chiết xuất từ ý dĩ cho da gặp vấn đề lỗ chân lông, mụn",0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Mình đã sử dụng chai này và quay lại đánh giá. 
Sản phẩm dùng rất tốt, dưỡng ẩm cân bằng. 
Shipper giao hàng thân thiện, tình trạng hàng hoá tốt","Mình đã sử dụng chai này và quay lại đánh giá.
Sản phẩm dùng rất tốt, dưỡng ẩm cân bằng.
Shipper giao hàng thân thiện, tình trạng hàng hoá tốt","Nước Hoa Hồng Naturie Hatomugi 500ml chiết xuất từ ý dĩ cho da gặp vấn đề lỗ chân lông, mụn",1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Dưỡng ẩm cấp ẩm tốt 
Dùng cùng toner được tặng","Dưỡng ẩm cấp ẩm tốt
Dùng cùng toner được tặng",Tinh chất dưỡng ẩm Neutrogena Hydro Boost Activating Essence Lotion 150ml,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,
Kem thơm nhẹ. Thấm nhanh. K bết dính. Nói chung dưỡng ẩm oki còn trắng k thì k biết do mới dùng,Kem thơm nhẹ. Thấm nhanh. K bết dính. Nói chung dưỡng ẩm oki còn trắng k thì k biết do mới dùng,Kem dưỡng chống lão hoá 7 tác dụng Olay Total Effect,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,
sản phẩm này về mặt dưỡng ẩm thì ổn như lấy lượng ít bôi lên mặt thôi chứ lấy hơi nhiều một cái là bị bết rích trên da ns chung trong tầm giá thì tạm ổn sài dc nhé vì giá rẻ mà,sản phẩm này về mặt dưỡng ẩm thì ổn như lấy lượng ít bôi lên mặt thôi chứ lấy hơi nhiều một cái là bị bết rít trên da nói chung trong tầm giá thì tạm ổn xài đc nhé vì giá rẻ mà,Kem Dưỡng Ẩm Trẻ Hoá Da Hạt Ý Dĩ Hatomugi Naturie Nhật Bản 180g,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,
